duration,protocol_type,service,src_bytes,dst_bytes,attack_type,label
1.8052,0,2,387,2559,normal,0
0.2075,0,4,545,80,honeypot_probe,1
0.1491,0,1,1281,1531,normal,0
0.446,0,0,841,3496,normal,0
0.0658,0,4,1863,27,honeypot_probe,1
0.0221,0,0,1052,3409,normal,0
0.0032,0,3,21,52,ddos_attack,1
0.5563,0,4,1277,19,honeypot_probe,1
0.3328,0,1,316,422,normal,0
0.0024,0,0,52,14,ddos_attack,1
0.7748,0,0,937,2556,normal,0
1.1901,0,1,505,2393,normal,0
0.0365,0,0,938,2641,normal,0
0.3089,0,0,1375,2261,normal,0
0.0202,0,1,16,8,ddos_attack,1
1.4573,0,2,243,4001,normal,0
0.1273,0,4,1319,5,honeypot_probe,1
0.0401,0,2,475,862,normal,0
0.8587,0,1,445,910,normal,0
0.0034,0,1,47,25,ddos_attack,1
0.0692,0,4,1296,95,honeypot_probe,1
0.9822,0,0,1340,140,normal,0
0.0043,0,3,28,23,ddos_attack,1
2.3949,0,0,988,1424,normal,0
0.0145,0,4,322,92,honeypot_probe,1
0.325,0,0,1176,2608,normal,0
1.2298,0,2,320,1340,normal,0
0.0218,0,0,46,50,ddos_attack,1
0.154,0,1,422,1801,normal,0
1.233,0,1,1286,2386,normal,0
0.7916,0,0,1196,423,normal,0
0.1522,0,4,994,74,honeypot_probe,1
0.0533,0,1,1100,1034,normal,0
1.7205,0,3,1133,3703,normal,0
0.0047,0,0,1416,3386,normal,0
0.3207,0,3,505,1368,normal,0
0.8558,1,0,689,3991,normal,0
0.0241,0,3,1369,1216,normal,0
0.0192,0,3,59,45,ddos_attack,1
0.0387,0,4,1797,80,honeypot_probe,1
0.0224,0,1,202,2634,normal,0
0.5543,0,2,1045,932,normal,0
0.2441,0,1,388,569,normal,0
0.1026,0,4,1166,41,honeypot_probe,1
1.0398,0,0,320,704,normal,0
0.4223,0,0,420,510,normal,0
0.0194,0,3,58,46,ddos_attack,1
0.2085,1,1,856,384,normal,0
1.9144,0,1,476,561,normal,0
0.0691,0,0,907,1595,normal,0
0.179,0,4,256,49,honeypot_probe,1
0.0003,0,3,24,32,ddos_attack,1
0.2252,0,3,437,3279,normal,0
0.0058,0,3,31,11,ddos_attack,1
0.3292,0,0,602,341,normal,0
0.67,0,1,95,1311,normal,0
0.2851,0,4,1404,60,honeypot_probe,1
0.1333,0,0,536,3870,normal,0
0.3557,0,0,80,620,normal,0
0.0656,0,2,943,2290,normal,0
0.5189,0,0,985,4088,normal,0
0.0419,0,3,31,54,ddos_attack,1
0.1219,0,4,648,43,honeypot_probe,1
0.9472,0,1,524,586,normal,0
1.1559,0,1,701,1321,normal,0
0.1526,0,1,716,1426,normal,0
0.0115,0,1,31,17,ddos_attack,1
0.0087,0,1,40,32,ddos_attack,1
0.0025,0,4,965,6,honeypot_probe,1
0.0125,0,1,682,591,normal,0
1.1271,0,0,912,2782,normal,0
0.3165,0,1,1146,1315,normal,0
0.2023,0,0,374,684,normal,0
0.8719,0,1,1154,1776,normal,0
0.6261,0,2,91,2100,normal,0
0.4041,0,2,649,3886,normal,0
0.1214,0,4,328,34,honeypot_probe,1
0.2825,0,2,1154,4004,normal,0
0.0005,0,4,1323,60,honeypot_probe,1
0.1493,0,4,440,13,honeypot_probe,1
0.0312,0,1,32,20,ddos_attack,1
0.0018,0,3,40,20,ddos_attack,1
0.0614,0,4,493,87,honeypot_probe,1
0.0494,0,3,1148,3701,normal,0
0.3264,0,3,1229,2219,normal,0
0.2419,0,2,933,1574,normal,0
0.8516,0,3,1048,3311,normal,0
0.3437,0,0,652,1538,normal,0
0.0279,0,0,1055,2060,normal,0
0.0055,0,3,12,60,ddos_attack,1
0.0012,0,0,32,29,ddos_attack,1
0.1196,0,1,1200,2139,normal,0
0.0519,0,4,331,33,honeypot_probe,1
0.0323,0,4,1705,25,honeypot_probe,1
0.0029,0,3,42,32,ddos_attack,1
0.127,0,3,1305,1238,normal,0
0.206,0,2,904,2818,normal,0
0.6386,0,3,909,1020,normal,0
0.4402,0,1,774,3823,normal,0
0.0635,0,1,479,1599,normal,0
0.0156,0,0,51,36,ddos_attack,1
0.1065,0,1,553,1884,normal,0
0.756,0,2,450,2262,normal,0
0.0526,0,4,939,63,honeypot_probe,1
0.4979,0,0,236,131,normal,0
0.832,0,2,646,4000,normal,0
0.2493,0,2,229,2875,normal,0
0.2288,0,0,1097,3791,normal,0
0.0923,0,2,1146,3635,normal,0
0.0046,0,1,18,8,ddos_attack,1
0.0067,0,0,25,17,ddos_attack,1
0.0094,0,0,50,54,ddos_attack,1
0.9491,1,3,1223,514,normal,0
0.6637,0,0,753,3060,normal,0
1.2293,0,2,558,3237,normal,0
0.0092,0,0,57,24,ddos_attack,1
0.0064,0,0,38,15,ddos_attack,1
1.3037,1,0,759,1924,normal,0
0.6538,0,2,456,616,normal,0
0.0598,0,0,1143,2401,normal,0
0.1819,0,4,1034,22,honeypot_probe,1
0.011,0,4,1156,22,honeypot_probe,1
1.122,1,0,758,3839,normal,0
0.7052,0,0,624,3400,normal,0
0.0151,0,0,31,42,ddos_attack,1
0.014,0,1,13,52,ddos_attack,1
0.0065,0,1,16,22,ddos_attack,1
0.7523,0,1,152,2066,normal,0
0.5901,1,0,1164,3487,normal,0
1.0721,0,1,217,3721,normal,0
0.0334,0,0,32,39,ddos_attack,1
0.0755,0,4,362,14,honeypot_probe,1
0.0492,0,2,560,3003,normal,0
0.9096,0,3,1234,386,normal,0
1.3744,0,1,153,847,normal,0
0.1624,1,2,845,2279,normal,0
0.0158,0,2,670,350,normal,0
0.1978,0,0,687,2014,normal,0
0.0253,0,4,1441,65,honeypot_probe,1
2.1176,0,3,1383,1173,normal,0
1.3179,0,1,784,1334,normal,0
0.8212,0,3,1224,2009,normal,0
1.0381,0,1,466,667,normal,0
0.0887,0,0,286,3831,normal,0
0.0474,0,4,1673,24,honeypot_probe,1
0.0069,1,0,712,1315,normal,0
0.277,0,2,533,2520,normal,0
0.2224,0,4,827,79,honeypot_probe,1
0.0459,0,2,774,656,normal,0
0.7754,0,1,150,3005,normal,0
0.9757,0,3,530,1252,normal,0
0.0228,0,1,11,5,ddos_attack,1
1.0568,0,3,1298,429,normal,0
0.0025,0,4,968,18,honeypot_probe,1
1.5466,0,3,802,2971,normal,0
0.018,0,4,1587,86,honeypot_probe,1
0.0193,0,3,908,1326,normal,0
0.0566,0,3,107,282,normal,0
0.1262,0,0,288,344,normal,0
0.3628,0,3,508,1386,normal,0
0.2188,0,1,937,693,normal,0
0.9715,1,0,1208,1987,normal,0
0.1119,0,0,1253,3188,normal,0
0.3041,0,2,1488,509,normal,0
0.084,0,4,1473,12,honeypot_probe,1
0.3125,0,1,370,3343,normal,0
1.2197,0,1,334,3259,normal,0
0.3422,0,1,908,1383,normal,0
0.1095,0,0,1468,1847,normal,0
0.1902,1,0,209,963,normal,0
0.0042,0,0,104,3495,normal,0
0.0767,0,4,1333,92,honeypot_probe,1
0.0049,0,1,61,5,ddos_attack,1
0.3055,0,3,606,3404,normal,0
0.0024,0,0,56,36,ddos_attack,1
0.0816,0,2,1260,2677,normal,0
1.1341,1,1,1250,3177,normal,0
0.7609,0,1,768,370,normal,0
0.1729,0,0,298,3895,normal,0
0.3855,0,0,1183,840,normal,0
0.0013,0,0,61,37,ddos_attack,1
0.6225,0,0,1138,208,normal,0
0.9598,1,2,531,1293,normal,0
0.0039,0,3,24,5,ddos_attack,1
0.06,0,3,527,3479,normal,0
0.5122,1,0,560,1591,normal,0
0.4903,0,3,739,786,normal,0
0.4619,0,3,318,335,normal,0
0.0178,0,0,16,35,ddos_attack,1
0.069,0,1,196,182,normal,0
0.0167,0,3,1050,861,normal,0
0.0882,1,1,1468,688,normal,0
0.1417,0,4,561,76,honeypot_probe,1
0.0022,0,0,36,26,ddos_attack,1
0.2887,0,2,124,1589,normal,0
0.0015,0,1,30,11,ddos_attack,1
0.4103,1,1,1283,982,normal,0
0.011,0,4,869,81,honeypot_probe,1
0.001,0,3,32,55,ddos_attack,1
0.8604,0,2,705,632,normal,0
0.0185,0,0,53,53,ddos_attack,1
0.1787,0,0,555,3220,normal,0
0.1437,0,1,1448,435,normal,0
0.0024,0,0,17,6,ddos_attack,1
0.0044,0,1,51,56,ddos_attack,1
0.7909,0,0,942,1673,normal,0
0.0271,0,3,89,1934,normal,0
0.6815,0,0,954,1653,normal,0
0.0966,1,2,64,1586,normal,0
0.1336,0,1,1411,1331,normal,0
0.2527,1,0,641,3642,normal,0
0.8582,0,0,1162,1953,normal,0
0.0007,0,0,50,21,ddos_attack,1
0.6554,0,3,592,3464,normal,0
0.0223,0,0,60,32,ddos_attack,1
0.9498,0,0,1164,335,normal,0
0.4116,0,0,834,1971,normal,0
0.6896,0,0,1049,3961,normal,0
0.0049,0,3,37,6,ddos_attack,1
0.0558,0,4,427,65,honeypot_probe,1
0.5772,0,2,105,592,normal,0
0.201,0,0,466,4021,normal,0
0.1712,0,0,168,451,normal,0
0.0001,0,3,1148,1763,normal,0
0.7534,0,3,1267,1151,normal,0
0.186,0,2,1498,2313,normal,0
0.0537,0,4,1796,50,honeypot_probe,1
0.4005,0,0,1274,958,normal,0
0.1383,0,0,698,3759,normal,0
0.613,0,3,645,2346,normal,0
0.0085,0,0,34,30,ddos_attack,1
0.0278,0,0,63,54,ddos_attack,1
0.0011,0,3,10,3,ddos_attack,1
0.0022,0,0,15,0,ddos_attack,1
0.6556,0,0,312,362,normal,0
2.7366,0,0,592,3452,normal,0
0.2005,0,0,1393,4004,normal,0
0.1312,0,2,780,2076,normal,0
0.0084,0,1,44,32,ddos_attack,1
0.0474,0,4,940,89,honeypot_probe,1
0.0679,0,0,329,3839,normal,0
0.7151,0,1,464,1967,normal,0
0.4137,0,0,361,1468,normal,0
0.0214,0,4,974,34,honeypot_probe,1
0.0921,0,3,149,890,normal,0
0.1134,0,2,668,2431,normal,0
0.3971,0,2,451,1237,normal,0
0.6192,0,0,972,1469,normal,0
0.5534,0,1,866,1843,normal,0
0.0162,0,1,61,35,ddos_attack,1
0.9825,0,3,583,1279,normal,0
0.3443,0,3,683,338,normal,0
0.5352,0,1,1414,4083,normal,0
0.0571,0,1,904,3043,normal,0
0.0071,0,0,18,44,ddos_attack,1
0.2044,1,3,709,753,normal,0
0.0014,0,3,51,12,ddos_attack,1
0.0593,0,4,1755,49,honeypot_probe,1
0.001,0,1,21,57,ddos_attack,1
0.517,0,2,200,2365,normal,0
0.0024,0,0,53,21,ddos_attack,1
0.2061,0,1,745,3578,normal,0
0.0148,0,1,374,728,normal,0
0.0195,0,0,48,24,ddos_attack,1
0.0023,0,0,39,52,ddos_attack,1
0.0013,0,3,45,39,ddos_attack,1
0.682,0,2,233,3889,normal,0
0.1675,0,0,404,2232,normal,0
0.0893,0,0,793,2548,normal,0
0.0046,0,4,1869,71,honeypot_probe,1
0.5201,0,0,319,3280,normal,0
0.1908,0,1,634,984,normal,0
0.1853,0,4,1623,51,honeypot_probe,1
0.492,0,2,1000,475,normal,0
0.0596,0,4,1658,64,honeypot_probe,1
0.5844,0,1,1329,285,normal,0
0.1624,0,0,306,2705,normal,0
0.4423,0,2,155,3221,normal,0
0.0405,0,4,1504,50,honeypot_probe,1
0.1455,0,4,479,18,honeypot_probe,1
0.0019,0,0,45,37,ddos_attack,1
0.1611,0,1,501,1321,normal,0
0.0187,0,0,38,51,ddos_attack,1
0.0552,0,4,729,86,honeypot_probe,1
0.3704,0,3,610,854,normal,0
0.0311,0,3,17,63,ddos_attack,1
0.685,0,1,671,2201,normal,0
0.0698,0,0,68,716,normal,0
0.0698,0,1,71,3608,normal,0
0.3257,0,4,1941,2,honeypot_probe,1
0.6504,0,0,620,3816,normal,0
0.1506,0,0,1229,3847,normal,0
0.1385,0,3,1264,1534,normal,0
0.025,0,3,24,56,ddos_attack,1
0.9269,0,2,615,1648,normal,0
0.5091,1,0,1470,282,normal,0
1.6629,0,0,847,139,normal,0
1.192,0,2,1365,1504,normal,0
0.0017,0,0,54,12,ddos_attack,1
0.2719,0,0,1414,2887,normal,0
0.1317,0,2,1063,3152,normal,0
1.395,0,3,131,2519,normal,0
0.0933,0,1,1182,3125,normal,0
0.1094,0,4,1858,58,honeypot_probe,1
0.0012,0,0,33,60,ddos_attack,1
0.2155,0,4,850,55,honeypot_probe,1
0.005,0,4,1459,47,honeypot_probe,1
0.3302,0,1,524,2354,normal,0
0.7896,0,0,1095,1096,normal,0
0.2485,0,3,718,3956,normal,0
0.2609,0,0,667,444,normal,0
1.5603,0,2,979,2884,normal,0
0.9807,0,0,1039,1203,normal,0
0.0187,0,0,57,14,ddos_attack,1
0.0442,0,4,1784,20,honeypot_probe,1
2.469,0,1,90,1622,normal,0
0.0019,0,3,62,56,ddos_attack,1
0.0664,0,4,846,41,honeypot_probe,1
0.1889,0,3,1053,3075,normal,0
0.1647,1,0,820,4049,normal,0
0.0035,0,0,27,18,ddos_attack,1
0.056,0,2,1398,534,normal,0
0.016,0,1,12,18,ddos_attack,1
0.6674,0,2,876,1914,normal,0
0.0069,0,4,1624,64,honeypot_probe,1
0.0054,0,1,32,29,ddos_attack,1
0.3003,0,2,168,823,normal,0
1.0498,0,3,704,1921,normal,0
0.1327,1,3,90,3228,normal,0
0.0878,1,0,834,2034,normal,0
0.8982,0,0,294,1095,normal,0
0.0112,0,0,42,37,ddos_attack,1
0.1707,0,2,1481,2650,normal,0
0.4635,0,1,1188,2307,normal,0
0.3841,0,1,1088,2747,normal,0
0.5266,0,3,1131,3277,normal,0
0.2906,0,3,537,1807,normal,0
0.0664,0,4,1690,5,honeypot_probe,1
1.1454,1,3,1026,3877,normal,0
0.5303,0,0,89,3465,normal,0
0.3947,0,0,1243,2000,normal,0
0.0776,0,2,970,3119,normal,0
0.2054,0,0,1045,2038,normal,0
0.1042,0,2,971,3329,normal,0
0.3659,0,3,775,1107,normal,0
0.3076,0,1,165,1080,normal,0
0.6896,1,3,149,2909,normal,0
0.5076,0,2,623,244,normal,0
0.0187,0,0,53,60,ddos_attack,1
1.1546,0,2,961,926,normal,0
0.0286,0,3,60,56,ddos_attack,1
0.0024,0,1,20,12,ddos_attack,1
0.821,0,3,904,3270,normal,0
0.2971,0,1,686,1115,normal,0
0.1658,0,2,523,3007,normal,0
0.7149,0,3,914,1665,normal,0
0.0022,0,1,37,26,ddos_attack,1
0.12,0,2,1045,1455,normal,0
0.0012,0,3,40,56,ddos_attack,1
0.4463,0,0,621,3080,normal,0
0.147,0,1,587,831,normal,0
0.0135,0,4,1057,4,honeypot_probe,1
0.7411,0,0,115,2291,normal,0
0.5377,0,1,681,546,normal,0
0.0603,0,3,223,3045,normal,0
0.2203,0,0,1297,1664,normal,0
0.7226,0,0,678,689,normal,0
0.6988,0,0,1121,3067,normal,0
0.0093,0,0,23,13,ddos_attack,1
0.1743,0,2,70,1311,normal,0
0.1351,0,0,279,3303,normal,0
0.0015,0,0,41,44,ddos_attack,1
0.9224,0,0,759,154,normal,0
0.757,0,0,436,3815,normal,0
0.005,0,4,1851,12,honeypot_probe,1
0.0277,0,4,736,65,honeypot_probe,1
0.6592,1,2,184,3231,normal,0
1.2636,0,0,1352,2263,normal,0
0.0664,0,0,808,1757,normal,0
0.8494,1,1,621,2122,normal,0
0.0054,0,1,38,22,ddos_attack,1
0.63,0,0,1337,698,normal,0
0.7886,1,0,397,2288,normal,0
0.2786,0,4,296,61,honeypot_probe,1
0.2202,0,0,1304,3598,normal,0
0.1021,0,0,631,671,normal,0
0.4564,0,0,736,1750,normal,0
0.1966,0,0,434,1711,normal,0
0.5081,0,1,345,3761,normal,0
0.015,0,3,51,63,ddos_attack,1
0.3298,0,2,1328,2188,normal,0
0.3744,0,1,1359,1656,normal,0
0.4511,0,0,701,4027,normal,0
0.2731,0,0,357,3071,normal,0
0.7971,0,2,609,2411,normal,0
0.2472,1,3,1127,1324,normal,0
0.1521,0,4,550,12,honeypot_probe,1
0.4301,0,2,1367,3041,normal,0
0.2072,0,1,708,575,normal,0
0.9593,0,1,1288,1770,normal,0
0.4069,0,1,213,3050,normal,0
0.5673,0,1,595,3488,normal,0
0.1993,0,1,1499,2348,normal,0
0.0105,0,1,20,30,ddos_attack,1
0.5962,0,3,881,3572,normal,0
0.1453,0,0,918,2075,normal,0
0.3617,0,3,460,3379,normal,0
0.2449,0,4,1814,75,honeypot_probe,1
0.0057,0,1,26,47,ddos_attack,1
0.4316,0,1,781,3344,normal,0
0.0268,0,0,762,1669,normal,0
0.0004,0,1,60,18,ddos_attack,1
0.0664,0,4,795,82,honeypot_probe,1
0.2406,0,0,1350,239,normal,0
0.214,0,1,1404,1683,normal,0
0.2486,0,2,459,649,normal,0
0.0149,0,4,1884,21,honeypot_probe,1
0.2698,0,1,539,2531,normal,0
0.2625,0,4,1015,54,honeypot_probe,1
0.9156,1,0,820,2065,normal,0
0.1242,0,4,1269,86,honeypot_probe,1
1.4433,0,2,655,2191,normal,0
0.8706,0,3,1082,904,normal,0
0.031,0,4,612,36,honeypot_probe,1
0.5396,0,2,1355,2326,normal,0
1.3548,0,2,433,3426,normal,0
0.004,0,0,22,53,ddos_attack,1
0.0256,0,4,1756,23,honeypot_probe,1
0.0368,0,2,686,1620,normal,0
0.0341,0,4,1474,22,honeypot_probe,1
0.7383,0,0,1254,4009,normal,0
0.2161,1,2,1413,2756,normal,0
0.1544,0,2,1006,3138,normal,0
0.4889,0,1,1018,1799,normal,0
0.1442,0,1,223,3136,normal,0
0.127,0,4,1591,58,honeypot_probe,1
0.028,0,0,13,4,ddos_attack,1
0.0114,0,0,37,32,ddos_attack,1
0.0064,0,1,36,17,ddos_attack,1
0.0763,0,4,1073,68,honeypot_probe,1
0.0933,0,1,936,1380,normal,0
0.3928,0,1,617,2963,normal,0
0.0926,0,3,324,2392,normal,0
0.0051,0,3,27,13,ddos_attack,1
0.0046,0,3,38,41,ddos_attack,1
0.0189,0,4,264,52,honeypot_probe,1
0.2885,0,2,1360,2404,normal,0
0.3949,0,3,578,2368,normal,0
0.0915,0,2,712,1469,normal,0
0.0257,0,4,968,88,honeypot_probe,1
0.0063,0,1,19,27,ddos_attack,1
0.1154,0,1,1263,1986,normal,0
0.2665,1,0,781,770,normal,0
0.0883,0,3,802,1611,normal,0
0.4047,0,0,1010,2463,normal,0
0.1915,0,0,1013,748,normal,0
0.3804,0,0,995,3893,normal,0
0.348,0,1,794,1960,normal,0
0.0519,0,0,770,2089,normal,0
0.0017,0,1,41,59,ddos_attack,1
0.2676,0,2,622,1365,normal,0
0.1352,0,0,612,3988,normal,0
0.8937,0,2,174,3835,normal,0
0.823,0,1,423,3685,normal,0
0.7398,0,0,183,1103,normal,0
0.0154,0,1,14,63,ddos_attack,1
0.124,0,2,79,3638,normal,0
0.8317,1,1,336,1774,normal,0
0.2237,0,4,683,37,honeypot_probe,1
0.0169,0,3,50,35,ddos_attack,1
0.4699,0,1,177,1900,normal,0
0.063,0,4,1500,79,honeypot_probe,1
0.2325,0,4,1732,69,honeypot_probe,1
0.0287,0,0,45,32,ddos_attack,1
0.9371,0,2,159,3583,normal,0
0.658,0,1,1380,2469,normal,0
0.0081,0,3,33,52,ddos_attack,1
0.7703,1,1,883,1809,normal,0
0.3454,1,1,1205,720,normal,0
0.1855,0,4,1529,13,honeypot_probe,1
0.0417,0,4,502,32,honeypot_probe,1
0.6302,0,0,1204,1221,normal,0
0.309,0,1,664,1288,normal,0
0.0006,0,3,45,31,ddos_attack,1
0.1053,0,4,343,50,honeypot_probe,1
0.2137,1,0,1243,1716,normal,0
0.018,0,0,17,57,ddos_attack,1
0.0073,0,3,47,20,ddos_attack,1
0.1676,0,1,973,2740,normal,0
0.0087,0,1,49,41,ddos_attack,1
1.0343,0,0,1130,3122,normal,0
1.045,0,0,1242,1800,normal,0
0.2358,0,3,1423,194,normal,0
0.0041,0,0,46,30,ddos_attack,1
0.6491,0,0,1013,2032,normal,0
0.3738,0,0,834,2075,normal,0
0.1871,0,0,1396,2006,normal,0
0.0856,0,2,1065,1798,normal,0
0.0368,0,0,1445,3845,normal,0
1.2908,0,1,1392,2444,normal,0
0.1501,0,4,770,84,honeypot_probe,1
0.0057,0,3,27,59,ddos_attack,1
0.6039,0,0,405,1956,normal,0
0.0018,0,0,57,45,ddos_attack,1
0.6263,0,3,76,430,normal,0
0.4135,0,0,440,4003,normal,0
0.0333,0,4,215,90,honeypot_probe,1
0.0377,0,2,794,3792,normal,0
0.0079,0,4,1697,20,honeypot_probe,1
0.2958,0,0,93,2802,normal,0
0.0033,0,3,25,21,ddos_attack,1
0.0013,0,0,47,42,ddos_attack,1
0.0386,0,3,18,17,ddos_attack,1
0.0595,0,1,1250,565,normal,0
0.0028,0,0,1383,995,normal,0
0.0222,0,0,1082,1917,normal,0
0.3419,0,3,468,3879,normal,0
0.6659,0,3,228,3053,normal,0
0.0463,0,0,932,939,normal,0
0.38,0,2,272,3644,normal,0
0.3169,0,1,691,1641,normal,0
1.6922,0,0,923,1740,normal,0
0.0099,0,4,1580,56,honeypot_probe,1
0.0082,0,4,1477,51,honeypot_probe,1
0.9312,0,1,392,717,normal,0
0.0003,0,1,28,35,ddos_attack,1
0.2138,0,0,1278,3588,normal,0
0.017,0,3,1134,3264,normal,0
0.1322,0,4,1605,65,honeypot_probe,1
0.5144,0,1,1428,441,normal,0
0.0008,0,1,30,29,ddos_attack,1
0.208,0,3,743,3392,normal,0
0.0051,0,0,11,0,ddos_attack,1
0.2391,0,2,1296,1437,normal,0
0.125,0,1,872,298,normal,0
1.4393,0,0,1077,1219,normal,0
0.7827,0,0,1455,2961,normal,0
0.1525,0,1,893,1033,normal,0
0.2542,0,2,956,3829,normal,0
0.5302,0,2,627,761,normal,0
0.9802,0,1,1462,1770,normal,0
0.1899,0,4,1580,61,honeypot_probe,1
0.0903,1,1,669,1582,normal,0
1.2496,0,1,850,3085,normal,0
0.133,1,3,127,3300,normal,0
0.0035,0,3,19,2,ddos_attack,1
0.025,0,1,49,49,ddos_attack,1
0.0021,0,1,11,43,ddos_attack,1
0.0885,0,2,92,902,normal,0
0.3796,0,3,180,407,normal,0
1.4497,0,1,1108,1224,normal,0
0.1523,0,0,269,2601,normal,0
0.1238,0,2,517,722,normal,0
0.0871,0,1,683,2589,normal,0
0.3236,0,2,973,403,normal,0
1.6397,0,1,238,1536,normal,0
0.0342,0,0,22,46,ddos_attack,1
0.0056,0,1,49,3,ddos_attack,1
0.0076,0,3,42,6,ddos_attack,1
0.6287,0,0,1173,1615,normal,0
0.2997,0,1,712,1040,normal,0
0.1284,0,1,916,434,normal,0
0.093,0,2,348,457,normal,0
0.0133,0,0,33,39,ddos_attack,1
0.103,0,0,66,1726,normal,0
0.7638,0,1,278,3882,normal,0
0.1868,0,0,1411,1355,normal,0
0.1152,0,4,1559,62,honeypot_probe,1
0.0157,0,0,22,40,ddos_attack,1
0.0423,0,4,1099,1,honeypot_probe,1
0.7315,0,0,521,957,normal,0
0.022,0,4,960,52,honeypot_probe,1
0.0159,0,4,1875,40,honeypot_probe,1
0.0044,0,3,41,5,ddos_attack,1
0.0031,0,0,58,42,ddos_attack,1
0.1024,0,1,273,3495,normal,0
0.0178,0,0,491,520,normal,0
0.0278,0,1,29,40,ddos_attack,1
0.1186,0,0,712,1491,normal,0
0.0075,0,1,229,2491,normal,0
0.1037,0,4,262,98,honeypot_probe,1
0.1537,0,4,421,23,honeypot_probe,1
0.5632,0,2,1078,2822,normal,0
2.1482,0,0,1229,849,normal,0
0.751,1,2,153,1923,normal,0
0.523,0,3,309,399,normal,0
0.3911,0,4,1658,17,honeypot_probe,1
0.2538,0,0,1190,411,normal,0
2.7037,0,0,463,1654,normal,0
0.063,1,2,237,1769,normal,0
0.0012,0,0,26,40,ddos_attack,1
0.4471,0,1,917,2841,normal,0
0.4266,1,1,973,3329,normal,0
0.2018,0,2,992,3199,normal,0
0.164,0,4,581,36,honeypot_probe,1
0.11,1,0,923,1081,normal,0
0.1528,0,1,278,1432,normal,0
0.7538,0,1,167,2209,normal,0
1.6676,0,2,204,2649,normal,0
0.0995,0,0,459,461,normal,0
0.1618,0,4,665,79,honeypot_probe,1
0.0347,0,1,35,27,ddos_attack,1
0.1358,0,4,1232,46,honeypot_probe,1
0.2649,1,0,825,696,normal,0
0.0923,0,0,1360,2639,normal,0
0.4662,0,3,597,235,normal,0
0.015,0,0,1200,1831,normal,0
0.5066,0,1,417,750,normal,0
0.015,0,0,42,32,ddos_attack,1
0.2284,0,4,643,86,honeypot_probe,1
0.3201,0,3,620,717,normal,0
0.0055,0,4,1503,12,honeypot_probe,1
0.1462,0,0,449,376,normal,0
0.5585,0,0,439,851,normal,0
0.6423,0,2,556,465,normal,0
0.3311,0,1,1025,2492,normal,0
0.2053,0,2,78,1382,normal,0
0.0185,0,0,43,52,ddos_attack,1
0.4786,0,1,411,821,normal,0
0.2043,0,4,1911,34,honeypot_probe,1
0.1736,0,2,184,2594,normal,0
0.3185,0,0,77,1047,normal,0
0.0057,0,0,48,54,ddos_attack,1
0.002,0,3,36,58,ddos_attack,1
0.0381,0,4,813,80,honeypot_probe,1
0.0277,0,2,528,1607,normal,0
0.0163,0,1,631,165,normal,0
1.6915,0,2,71,3643,normal,0
0.6661,0,3,779,346,normal,0
0.1575,0,3,857,1371,normal,0
0.1864,0,3,869,2364,normal,0
0.0012,0,4,885,89,honeypot_probe,1
0.3168,0,1,1126,3931,normal,0
1.1163,1,2,339,1303,normal,0
0.2085,0,2,1476,2008,normal,0
0.0013,0,1,36,14,ddos_attack,1
0.1394,1,2,1058,942,normal,0
0.0464,0,0,15,13,ddos_attack,1
0.0691,0,1,326,2818,normal,0
1.1975,0,0,1111,398,normal,0
0.0054,0,0,26,17,ddos_attack,1
0.0571,0,0,351,3323,normal,0
1.9217,1,1,510,2960,normal,0
0.1565,0,1,1415,534,normal,0
0.6071,0,0,1192,1826,normal,0
0.0917,0,0,918,3214,normal,0
0.0495,0,0,517,3642,normal,0
0.7018,0,0,870,2999,normal,0
0.9875,0,2,119,1381,normal,0
0.2853,0,0,1462,4067,normal,0
0.3332,0,2,109,2615,normal,0
0.1837,0,3,1259,1036,normal,0
0.7567,0,1,1368,1459,normal,0
1.0977,0,0,115,2903,normal,0
0.0054,0,0,25,34,ddos_attack,1
0.1795,0,4,1019,92,honeypot_probe,1
0.3215,0,3,1264,1203,normal,0
0.2948,1,1,831,2930,normal,0
0.3228,0,3,753,2118,normal,0
0.4926,0,2,1126,2633,normal,0
0.2358,0,1,882,2222,normal,0
0.0187,0,4,1584,12,honeypot_probe,1
0.1792,0,3,879,2004,normal,0
0.1264,0,4,796,26,honeypot_probe,1
0.1334,0,0,1459,1714,normal,0
0.087,0,2,294,1390,normal,0
0.4963,1,0,135,3462,normal,0
1.1841,0,1,804,2003,normal,0
0.0478,0,2,839,4053,normal,0
0.3203,0,1,1195,3475,normal,0
0.2007,1,1,507,4012,normal,0
0.2131,0,0,1478,555,normal,0
0.3526,0,2,1246,2440,normal,0
0.774,1,0,1056,3991,normal,0
0.2578,1,0,1399,2589,normal,0
1.0333,0,2,902,143,normal,0
0.0285,0,3,44,43,ddos_attack,1
0.2537,0,1,1307,2138,normal,0
1.9379,0,3,857,2650,normal,0
0.8865,0,1,1081,697,normal,0
1.2987,0,0,280,1479,normal,0
0.0519,0,0,330,1566,normal,0
0.1903,0,1,1334,1187,normal,0
0.0838,0,2,855,3710,normal,0
3.0865,0,2,401,1458,normal,0
1.1944,0,3,72,1648,normal,0
0.0055,0,4,639,39,honeypot_probe,1
0.3249,0,2,1110,3020,normal,0
0.146,1,0,1209,3643,normal,0
0.2673,0,1,1233,2653,normal,0
0.2183,0,0,683,4078,normal,0
0.6364,0,4,787,83,honeypot_probe,1
